¹,1,2,3,4,5,6,7,7-2,7-v,8,9,9-2,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,,"wzyx
https://youtu.be/3urj1qwqiFE",,"43
https://youtu.be/0YO0YmkSodk",12,,,,,"1526
https://youtu.be/T0E19KO90bg",276,,164,,37,,"7
https://youtu.be/YFJhCgTxe7s",4,,"14 9500
https://youtu.be/Qy6Rhf7-zgM",,,,,,37104,165,"39458583 15
39458673 17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,,"yzwx
https://youtu.be/8rUsyfACUEo",,"36
https://youtu.be/Ne8B3irDCh4",6,,,,,"1215
https://youtu.be/zSzK-ysDhPU",10,,50,,82,,"8
https://youtu.be/Us1qMLcX47k",32,,"86 10184
https://youtu.be/4WaZK4zQt5M",,,,,,36,164,"2367803 22129
2371987 23029
2378503 22229
2382287 229
2386529 23629",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,,"yzwx
https://youtu.be/a-ilFNQxI4Y",,"24
https://youtu.be/A3UohqA6WCM",2,,,,,"5008
https://youtu.be/dzZehEV_-qo",6,,59,,92,,"9
https://youtu.be/Fx97rXUcQYY",3,,"5034 9788
https://youtu.be/Kv4BjBx2YI0",,,,,,6,5,"3850784 17191
3851246 1151
3851324 191
3851834 275131
3852254 275161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,,"yxwz
https://youtu.be/BZh4eJ0H-Xg",,"29
https://youtu.be/B_r7kOK3PJo?t=2230
https://youtu.be/1V-TyW_qaSo",15,,,,,"604
https://youtu.be/MKtwy3rAGO8",482,,1461,,48,,"0 - 26,1 - 2, 2 – 1",8,,"3052 9316
https://youtu.be/elBUNbSO71s",,,,,,15092,58,"4679042 397
4679733 36277
4680214 30391
4680309 3257
4680873 1297",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,,"zxwy
https://youtu.be/mOT6Ze5KfkE",,"ÊÀÏÈÁÀÐÀ
https://youtu.be/Onpe5f2E4pU",9,,,,,"12570
https://youtu.be/ApEvBn_AQgc",34,,50,,"4
https://youtu.be/nD84dtffEgA",,"0 - 20,1 - 2, 2 - 1",56,,"225 2639
https://youtu.be/7L5I2DUncf4",,,,,,4,13,"1538 3
3992 9
6450 27
8912 63
11378 3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,,"zxy
https://youtu.be/1nejNVwtIyg",,"1101000
https://youtu.be/BMPBrGDNdwE","25
https://youtu.be/L0AwoH2eKTY",,,,,"2400
https://youtu.be/Ynte7mrgWTY",36,,45,,"5
https://youtu.be/GomZ_EgITwo",,"0 - 3,1 - 2, 
2 - 2, 3 - 0,
4 - 66",2,,"827 2378
https://youtu.be/vfuXnA8NJB8",,,,,,5,69,"6752 15
31250 35
55752 27
80258 9
104768 27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,,"xzwy
https://youtu.be/GarYMxXlMSI",,"10010110
https://youtu.be/2MmC58a7MZg","43
https://youtu.be/R4JWi1jme3I",,,,,"129
https://youtu.be/MRza4qV1_ps",2,,20,,8,,"0 - 1, 1 - 0,
2 - 0, 3 - 1,
4 - 1, 5 – 2, 6 - 66",58,,"1304 2378
https://youtu.be/VGflb2ppVtg",,,,,,22,72,"6450 27
83912 27
161378 9
238848 105
316322 9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,,"zwyx
https://youtu.be/gDAp1FuYe2o",,"11101001
https://youtu.be/Dkx8QRWX9vs","53
https://youtu.be/fngBwNiqKwc",,,,,"1744
https://youtu.be/_8CFII0sAvY",691,,21,,11,,"0 - 51, 1 - 4, 2 - 0, 3 - 0, 4 - 4",8,,"231 2378
https://youtu.be/C0iL7FpnNV4",,,,,,184,38,"22792 81
144450 81
266112 27
387778 9
509448 27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,,"yxz
https://youtu.be/11Y6ParaDA8",,"0110110
https://youtu.be/QsKjEQ22fAw","32
https://youtu.be/ZoeVr3oJEE4",,,,,"586
https://youtu.be/KvagTGFkCew",261,,238,,"16
https://youtu.be/cKfogHyxIzU",,"0 - 149, 
1 - 4, 2 - 0, 3 - 0,4 - 2, 
5 - 0, 6 - 0",24,,"550 2378
https://youtu.be/oNgYqA0fKUA",,,,,,10,972405,"12579 599
123459 5879
134589 6409
1234569 58789
1356789 64609",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,,"bdca
https://youtu.be/H-cKYlh3Hls",,"1001100
https://youtu.be/sOiYCcYsJZg","41
https://youtu.be/4VWosQCBuHE",,,,,"896
https://youtu.be/P5TIh51KsXY",125,,"5
https://youtu.be/B_r7kOK3PJo?t=5932",,9,,"0 - 81, 1 - 1, 2 - 3, 3 - 3",32,,"8743 28715
https://youtu.be/UQRxH6aeolM",,,,,,55,14211,"2021 43
1991 11
1969 11
1963 13
1961 37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,,"wzyx
https://youtu.be/zP-xBniAcM4",,"01
https://youtu.be/AEDd-taXfgw","47
https://youtu.be/qSwA9hP2QT4",,,,,"180
https://youtu.be/Honp5L8yx3c",,,11,,10,,"0 - 502, 
1 - 1, 2 - 1, 3 - 0,  
4 - 55",96,,"6151 18891
https://youtu.be/T2LRP-H5KQg",,,,,,234,49183,"20222009 4111
20221973 661
20221967 2293
20221939 2579
20221933 823",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,,"zxyw
https://youtu.be/dXEJSX8AS-c",,"100
https://youtu.be/9k1Y8bfEyTM","13
https://youtu.be/UycntVaboEI",,,,,"466456
https://youtu.be/xGAbyMy5BFA",,,5,,19,,14,1,,"498 16198
https://youtu.be/8Ys__vQ0Isc",,,,,,32,6174,"121332131 8963
121332097 3347
121332053 1291
121332037 4481
121332031 1741",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,,"xyzw
https://youtu.be/HuDdiT5RTBA",,"110
https://youtu.be/JzcmoEWKO2Y","12
https://youtu.be/0zzcFZnVZFw",,,,,"1572864
https://youtu.be/LBkgEQto-3o",,,15,,"17
https://youtu.be/wxdCp5xId8w",,11,65,,"2411 17979
https://youtu.be/tcG4H_N2XyQ",,,,,,543131409,76545,"2 1
5 3
6 3
11 5
12 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,,"zyxw
https://youtu.be/9q71S70QhAg",,"001
https://youtu.be/YkaHAbPuvtk","24
https://youtu.be/fvnHYbfNwFo",,,,,"2676053
https://youtu.be/iWNrDWme-Vc",,,5,,23,,9,"21
https://youtu.be/OlUc-f4g0xA",,"235 15153
https://youtu.be/_ub-E5R1pzE",,,,,,58,229635,"1993 301
1984 299
1966 297
1957 297
1948 295",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,,"xzwy
https://youtu.be/qhlXh0E7WFw",,"27
https://youtu.be/8eWsDVgP77Q","195
https://youtu.be/oY78VjEffdI",,,,,"2834352
https://youtu.be/ECR38lI6dTE",,,10,,34,,9,297,,"6115 17979
https://youtu.be/lWjWX_L1OIw",,,,,,60,375,"20122645 1277904
20088310 1275882
20088301 1275882
20054425 1273860
19952792 1267794",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,,"zxwy
https://youtu.be/8zkh9CDV4W4",,"26
https://youtu.be/zNYwoNKyP2o","11
https://youtu.be/27uSgfK7E2s",,,,,"2624400
https://youtu.be/ItCsedyrEug",,,57,,44,,"2
https://youtu.be/-eavI99icuw",8,,"2351 17195
https://youtu.be/U_vKBEvxLhQ",,,,,,44,6769550677,"50207161 3012780
50171116 3010758
50171107 3010758
50134702 3008736
50027512 3002670",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,,"ywzx
https://youtu.be/2RjgEhTxPiU",,"23
https://youtu.be/l7_F2pmuIF0","13
https://youtu.be/-xvSziMZjK0",,,,,"288
https://youtu.be/XeE1NeEuz98",,,23,,"101
https://youtu.be/a922XFWI44E",,"4
https://youtu.be/3PH_7cyH4hs",40,,"345 17460
https://youtu.be/ZxfS7ExruLA",,,,,,280,1,"11 39749
9 256757
6 4750003
3 161017
2 4750001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,,"zyxw
https://youtu.be/zqQfGefmx6M",,"33
https://youtu.be/JOYNovRrfTw","32
https://youtu.be/7WNlQPP5DQY",,,,,"96
https://youtu.be/2lGTqLHikfA",,,39,,110,,"407
https://youtu.be/fwLRUT48YIs",45,,"5020 28715
https://youtu.be/Ji6gxIXeTBY",,,,,,300483,4683,"11 62701
9 6500003
7 201031
2 9750001
1 182243",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,,"xzyw
https://youtu.be/c3PR6KfMYNU",,"14
https://youtu.be/OfgjsXrTyjI","42
https://youtu.be/EqJs44hM5k8",,,,,"144
https://youtu.be/UiYgQDClTwg",,,15,,98,,"13
https://youtu.be/cSQJSAcSidM",62,,"1186 28339
https://youtu.be/_A2-NwQFh6M",,,,,,23891,19,"21 266099
19 166666673
17 45454547
9 1
3 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,,"yzwx
https://youtu.be/V16Cv5k4D-s",,"0000
https://youtu.be/hsAZ9VIDdIc","50
https://youtu.be/TURHq1puBGA",,,,,"0
https://youtu.be/4qZ471jURug",,,142,,276,,"138
https://youtu.be/L2Cq2tS8_PM","11
https://youtu.be/1Ks1a38mnsQ",,"51 7473
https://youtu.be/fOmtiN6BqWw",,,,,,727785,15,"1236 12
2369 23
2678 26
16789 163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,,"wyxz
https://youtu.be/BDk5XNkxjF0",,"1111
https://youtu.be/EyuGMu0SLuM","21
https://youtu.be/yO_EkeMg-WA",,,,,"192
https://youtu.be/l2EthGmtVto",,,27,,205,,"53
https://youtu.be/Ot5C_qKY9jk","17
https://youtu.be/kgkZEoq-Q4c",,"134 4104
https://youtu.be/oHDyBcn-sus",,,,,,1079275,99,"1411115947 7411115941
1411116797 4111116797
1411123849 4411123819
1411127227 7411121227
1411128343 3411128341",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,,"xywz
https://youtu.be/73q_vilKNL0",,"1010
https://youtu.be/sOfAOeBrqFI","331
https://youtu.be/gHnjX0A2JDk",,,,,"36
https://youtu.be/ovLe3j912GY",,,181,,450,,"90
https://youtu.be/qeveppNxonE","22
https://youtu.be/co1jtWdVAw0",,"134 8155
https://youtu.be/0zNhmDpbbrk",,,,,,10,314,"69750 129792
69752 122080
69756 139536
69758 75152
609750 1103232
609752 1291248
609754 630840",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,,"zxwy
https://youtu.be/sQItqel8LTM",,"0011
https://youtu.be/GkOhxl9oRrA","68
https://youtu.be/vKM-gCd-LAM",,,,,"24
https://youtu.be/PoHMSDvz6hY",,,22,,465,,"77
https://youtu.be/Froll1zRB5c",120,,"3617 8416
https://youtu.be/0RjrhcmlBSE",,,,,,31,229545,"9995597 18
9996557 12
9997557 12
9998557 17
9999557 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,,"zwyx
https://youtu.be/MgRXZYyspxc",,"1100
https://youtu.be/60cvAOchBTs","225
https://youtu.be/H3pcs2jktbA",,,,,"3264
https://youtu.be/NnxJfCKjaDQ",,,69,,252,,386,48,,"1344 7751
https://youtu.be/jr1P12kFd30",,,,,,7,19,"56616 162240
66696 191040
161616 527744
166656 523264
266616 862680
360696 1094400
366576 1083264",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,,"xzyw
https://youtu.be/yojc1llY0-4",,"0110011
https://youtu.be/LEDARZDGbEs","79
https://youtu.be/kxRFaMEFjVc",,,,,"840
https://youtu.be/IK-fQ7OE5vs",,,13,,274,,23,169,,"203 7191
https://youtu.be/Iqa3fzccIbM",,,,,,3,14,"1484714 958464
1484931 2336768
1494045 3345408
1494262 964608
1494479 1806336
1494696 306432
1494913 1785088",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,,"zwyx
https://youtu.be/CLNrknl6ofQ",,"10
https://youtu.be/THckFyz0W9s","87
https://youtu.be/HtfU9zfmuvk",,,,,"10080
https://youtu.be/HgbCGTLa48I",,,15,,231,,19,255,,"34 11169
https://youtu.be/VUOpuwiaZbM",,,,,,85,48,"101065 48
107525 24
124729 24
177289 48
236555 24
278185 72
365585 24
494615 24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,,"xywz
https://youtu.be/ZB2whjnk4uk",,"35
https://youtu.be/l2UjtP3C_Ro","103
https://youtu.be/1eqcjP_xx4A",,,,,"6720
https://youtu.be/oDgjQTPdfKE",,,12,,132,,74,256,,"9752 19689
https://youtu.be/PR0pVxvHBeg",,,,,,1434,13,"68594 133540
69374 133330
69754 132720
69794 134740
71194 135150",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,,"xywz
https://youtu.be/hhrkzz6Jo8A",,"21
https://youtu.be/GGR_dkRKobE","95
https://youtu.be/1p6KXXntqRQ",,,,,"5040
https://youtu.be/FfxVvTkqIjg",,,26,,213,,4,82,,"1445 2447
https://youtu.be/QPJQbGUacTQ",,,,,,1026210,35,"73584868 1711276
734514863 17081741
735554861 17105927
735894862 17113834
737524863 17151741",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,,"wyzx
https://youtu.be/tAdn6f2xoRU",,"21
https://youtu.be/BgI1iWip_PM","87
https://youtu.be/vgzcZtQW72Y",,,,,"14108724
https://youtu.be/Ik3eqtOvv-U",,,27,,365,,5,16,,"7534 19643
https://youtu.be/IpMOZlJ82BQ",,,,,,1656,19,"100000034 50000017
100000042 50000021
100000094 50000047
100000118 50000059
100000126 50000063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,,"xwzy
https://youtu.be/MrdIGyLEO9U",,"100
https://youtu.be/KKiSg_816cI","63
https://youtu.be/42KCYqk1BDY",,,,,13530,,,4,,54,,7,101,,"147 10849
https://youtu.be/qXVrVlmbPr4",,,,,,1423,22,"700024 13
700050 12
700076 20
700089 24
700206 15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,,"zyxw
https://youtu.be/KWKoI5-P6XA",,"8
https://youtu.be/q90WXuAR8S8","104
https://youtu.be/St1RTNwvqcU",,,,,1590517620,,,13,,73,,70,4,,"7 11037
https://youtu.be/huEY-3NVa8Q",,,,,,25,29,"1234737 8757
12341307 87527
12342717 87537
12344127 87547
12345537 87557
12346947 87567
12348357 87577
12349767 87587
https://youtu.be/0cAIYXS6hb4?t=23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,,"xwzy
https://youtu.be/PsuQIa1Rzv4",,"100
https://youtu.be/v2zzDgQIQ48","97
https://youtu.be/F3a3x9SyCvI",,,,,"2527
https://youtu.be/fXRXuQK_w2k",,,73,,106,,"10
https://youtu.be/kQ4ceGq1nIY",170,,"67 11071
https://youtu.be/nNhuELuP7oQ",,,,,,"12685464
https://youtu.be/B_r7kOK3PJo?t=14790",42,"1234065 7665
12004965 74565
12214265 75865
12294765 76365
12504065 77665
12584565 78165
12874365 79965
12954865 80465",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,,"wyxz
https://youtu.be/t0eRDX0RrWw",,"16
https://youtu.be/bS2M_KBQpcI","67
https://youtu.be/VpWwaeVg3zA",,,,,"5206
https://youtu.be/ZKdsBpWOx5s",,,45,,187,,"1484
https://youtu.be/iGtzg0jNUE0",19,,"25 10899
https://youtu.be/2xqTwhCaFDU",,,,,,13,16,"1234576 16912
12345176 169112
123451176 1691112
123458476 1691212
1234503876 16911012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,,"zwyx
https://youtu.be/wUJo_9u9swo",,"8
https://youtu.be/Q0sVGy7AFcU","98
https://youtu.be/HJNYAgREw9o",,,,,"11
https://youtu.be/2qSjXBl6XiI",,,3,,83,,"182
https://youtu.be/z4CmdD95_1w",57,,"182 10816
https://youtu.be/n_WPBTbpd00",,,,,,509,273,"804609 27
815409 27
826281 15
837225 27
855625 15
859329 15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,,"zywx
https://youtu.be/HZQSc3ujMWw",,"01
https://youtu.be/iNUcZygN5_A","76
https://youtu.be/jN-yyLTuGTA",,,,,"14
https://youtu.be/TJfYiyH6t9s",,,61,,140,,"403
https://youtu.be/q50S_15wIEI",62,,"34 11169
https://youtu.be/qeLCKx7cnZg",,,,,,385,153,"1071225 45
1147041 45
1334025 81
1432809 45
1625625 45
1656369 45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,,"wxzy
https://youtu.be/3jhQEIawhv4",,00,"480
https://youtu.be/8k_FGn3GbEY",,,,,"24
https://youtu.be/KmLBfcdnjTY",,,70,,111,,"92
https://youtu.be/FqvGwzUc6-c",33,,"28 11146
https://youtu.be/3GF_fXOrXCE",,,,,,40,"6
https://youtu.be/B_r7kOK3PJo?t=15771","2030625 19
2099601 23
2205225 11
2480625 7
2614689 11
2772225 37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,,xwzy,,16,"49
https://youtu.be/ZxDwAUwDuzw",,,,,"32
https://youtu.be/uqX-kaEoaGw",,,28,,110,,"276
https://youtu.be/CzbGpaMiiKY",124,,"15 12582
https://youtu.be/Kz-hKGYgb-E",,,,,,3505,D9747,"9028194 903
9808038 981
9918016 992
9928014 993",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,,ywzx,,12,"225
https://youtu.be/TzNlbDI-c3E",,,,,"159
https://youtu.be/SgmeFegBeTg",,,206,,"145
https://youtu.be/9-0tPDJiBDQ",,6,103,,"184 10920
https://youtu.be/rImSNXOO3sc",,,,,,434,928,"3360371 343
3556311 363
3948191 403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,,"yxwz
https://youtu.be/tvt-hQKcFtU",,14,"135
https://youtu.be/Ts_nA7WNTlY",,,,,"57344
https://youtu.be/Z8KfwUf68i8",,,53,,106,,7,125,,"14 11350
https://youtu.be/HW3m0OGLDxQ",,,,,,365197,1461,"12043628 130909
12049608 130974
12445668 135279
12641628 137409
12647608 137474",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,,"ywzx
https://youtu.be/920dfAHtKTI",,31,"81
https://youtu.be/vMMHYji_F54",,,,,"883
https://youtu.be/ICltt80NXvk",,,42,,XX,,23,85,,"92 9815
https://youtu.be/zszFVveLDI8",,,,,,55,532,"1231056 5976
12313856 59776
12355056 59976
12375656 60076",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,,"xzwy
https://youtu.be/7u69l3HqimM",,10,"7
https://youtu.be/6MW37pf4Bdo",,,,,"24
https://youtu.be/-ArqoyyVizE",,,47,,"51
https://youtu.be/fdfOzzRLJtI",,5,54,,"507 268
https://youtu.be/dkadK7bEEQQ",,,,,,15570,1274,"1074141 267
1210923 301
1218969 303
1452303 361
1878741 467",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,,"xwyz
https://youtu.be/blDgKDpNZN8",,16,"58
https://youtu.be/wIlYmC_UDTc",,,,,"150
https://youtu.be/f3QgnjQs_Ko",,,18,,"22
https://youtu.be/ySFsbjWCYNM",,32,184,,"70 363
https://youtu.be/BFVE4EqYYOY",,,,,,633384,124,"11039511 5457
11444111 5657
11848711 5857",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,,"wzyx
https://youtu.be/uVi22p5DnI0",,1110,"47
https://youtu.be/RJRMdaDy48U",,,,,"60
https://youtu.be/VZhDUcGOn7w",,,,,1008,,36,130,,"503 10094
https://youtu.be/78HInylTy6Y",,,,,,416,263,"3143529 1047843
3175524 1587762
3200521 1789
3845521 103933
3908529 1302843
https://youtu.be/ZeiZJvEvU30?t=344",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,,"yzxw
https://youtu.be/SgPlzE6Bp_U",,7,"4
https://youtu.be/yxMJTZ4i48g",,,,,"1875
https://youtu.be/glX0WNvsUfw",,,,,"BA
https://youtu.be/B0tHreFGok4",,16,2,,"894 4968
https://youtu.be/7C8uINYe8o0",,,,,,260,135,"14168 88
10658683 66203
12668285 78685
14702681 91321
16738687 103967
https://youtu.be/ZeiZJvEvU30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,,"yxwz
https://youtu.be/X50zaVZiKaw",,011,6,,,,,"2961
https://youtu.be/yrFV4y7Y3O0",,,,,12,,33,8,,"250 10094
https://youtu.be/TJ-zxunfUK8",,,,,,11,431,"1027330704 513665352
1132457104 566228552
1242703504 621351752
1271065104 635532552
1328748304 664374152
https://youtu.be/4OgQXuti4ls?t=20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,,"yzxw
https://youtu.be/duVgP1B-0n0",,34,5,,,,,"18944
https://youtu.be/G9cwOV49a4U",,,,,"43
https://youtu.be/XfQQVx4E6CY",,31,7,,"7225 6834
https://youtu.be/R--AVsJAohQ",,,,,,8,10,"15233409 5077803
153834409 1947271
158835609 52945203
https://youtu.be/4OgQXuti4ls?t=645",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,,"ywzx
https://youtu.be/9On0mjcSvfY",,17,3,,,,,"1380
https://youtu.be/8ufflsKQ4bg",,,,,6,,12,12,,"3025 10383
https://youtu.be/f90Kq-pwFwg",,,,,,2700,70,"2003 4012009
6497 42211009
63997 4095616009
64997 4224610009
69003 4761414009
https://youtu.be/4OgQXuti4ls?t=797",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,,"xzwy
https://youtu.be/YAo2uK2ZgXo",,20,7,,,,,"12600
https://youtu.be/xI5lU0SihSI",,,,,17,,15,31,,"5526 13993
https://youtu.be/uKd9iLz97ng",,,,,,90,5195,"100962304 24649
108826624 26569
114233344 27889
122589184 29929
131239936 32041
893292544 218089
939790336 229441
971444224 237169
976562500 244140625
987467776 241081
https://youtu.be/xoCf5IaG9rM?t=36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,,"zwxy
https://youtu.be/AToYdeKEDAg",,230,4,,,,,"3428
https://youtu.be/QqPDjDzdsfk",,,,,18,,31,32,,"1041 7903
https://youtu.be/TLBQwSWTg2Q",,,,,,180,2310,"43046721 17
24137569 7
47045881 7
12117361 5
13845841 5
20151121 5
25411681 5
https://youtu.be/xoCf5IaG9rM?t=1911",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,,"wyxz
https://youtu.be/FcNvkj2nSRk",,,"65
https://youtu.be/lYWLHcyhrn0",,,,,"20160
https://youtu.be/4eBJKLY2MBY",,,,,21,,17,2,,"299 13397
https://youtu.be/H9OjAACraJ8",,,,,,133,34,"35819648 279841
38950081 38950081
39037448 4879681
39337984 2401
40302242 20151121
https://youtu.be/xoCf5IaG9rM?t=1290",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,,"zywx
https://youtu.be/dAO8UnSZosA",,,"55
https://youtu.be/xM2p4NgIgA4",,,,,"10080
https://youtu.be/-MzjqL0Dht0",,,,,7,,16,7,,"385 4867
https://youtu.be/TC7DL0rZ9Gg",,,,,,126,85A6J7CE,"35819648 279841
38950081 38950081
39037448 4879681
39337984 2401
40302242 20151121
https://youtu.be/xoCf5IaG9rM?t=930",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,,"wyxz
https://youtu.be/OanknNP6iwM",,,"120
https://youtu.be/s7nVqklBePQ",,,,,"15120
https://youtu.be/6lj83zKWtls",,,,,11,,22,8,,"41 5182
https://youtu.be/5rlxnb3QvYE",,,,,,6,GGA55CF9,"499164964 249582482
499343716 249671858
499656609 166552203
499701316 249850658
499835449 6327031
https://youtu.be/xoCf5IaG9rM?t=1166",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,,"zywx
https://youtu.be/z9KEChld56E",,,"1287
https://youtu.be/yCl69MIQZig",,,,,"2520
https://youtu.be/iwdmT0CLB0c",,,,,17,,"3
https://youtu.be/p_9m9xN5-KM",21,,"15 6410
https://youtu.be/IGYwwIaUGuQ",,,,,,35,8NERO9KLST,"100004076 50002038
100012164 50006082
100018230 50009115
100022274 50011137
100026318 50013159
199947492 99973746
199963668 99981834
199981866 99990933
199985910 99992955
199987932 99993966",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,,"yxwz
https://youtu.be/OqjA_SGKWts",,,"1858
https://youtu.be/0WZ-nWgOhkU",,,,,"17640
https://youtu.be/fBlN4UMm3mY",,,,,"98
https://youtu.be/PQv4RQXmDEQ",,"5
https://youtu.be/hr5fX9GHXrs",27,,"792 -587
https://youtu.be/Wz8JNgoZQXE",,,,,,,3369,"100000054 50000027
100000131 33333377
100000222 50000111
100000250 50000125
100000264 50000132
999999791 142857113
999999798 499999899
999999854 499999927
999999875 199999975
999999896 499999948",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,,"zxwy
https://youtu.be/QwsE9bKTPbs",,,"31
https://youtu.be/KrnyDTqmViA",,,,,"3360
https://youtu.be/RZGJ1eataNI",,,,,"201
https://youtu.be/VkYCkS_NXKY",,"1
https://youtu.be/hcxW32XXtvA",8,,"4440 35
https://youtu.be/k1wHJBYEURY",,,,,,,18,"100000005 33333335
100000021 9090911
100000029 33333343
100000031 353357
100000050 50000025
100000051 636943
100000054 50000027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,,"zwyx
https://youtu.be/2aEt8Hy2zK8",,,"123
https://youtu.be/-EasvmTnA6A",,,,,"26880
https://youtu.be/FcFztRO-WPY",,,,,"155
https://youtu.be/qqAR3LAsOLs",,"3
https://youtu.be/Wbu4-LDyEIw",23,,"8305 -4
https://youtu.be/0BrFFflgLBU",,,,,,,302,"999961963 142851709
999975431 142853633
999978551 90907141
999986457 333328819
999999143 90909013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,,"wxyz
https://youtu.be/oGmTT471MXQ",,,1090909,,,,,"17640
https://youtu.be/8Knlr-wfzpc",,,,,17,,"2
https://youtu.be/IMNpNYgGFYQ",21,,"61 -19308
https://youtu.be/QJ_51ptnHcg",,,,,,,90,"24888420 74740
371885742 1116774
654120891 1964327
937155573 2814281",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,,"zwyx
https://youtu.be/FxwUlf7CU9I",,,6080818,,,,,"2520
https://youtu.be/JylwTQI00dI",,,,,101,,"4
https://youtu.be/Z7uUlGTDI_4",8,,"451 18557
https://youtu.be/N_1eF1XSMzs",,,,,,,1339,"321525543123 619509717
322167546123 620746717
323724546123 623746717
324366549123 624983717
325281546123 626746717
325923549123 627983717",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,,"ywzx
https://youtu.be/weuJvPuuvr8",,,90909,,,,,"6720
https://youtu.be/h7fu2J0nTQM",,,,,107,,"3
https://youtu.be/CteQE1cUBho",16,,8 1089,,,,,,,468,"1249579 37
12409579 37
12452979 39
12456179 35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,,,,,3090909,,,,,"1680
https://youtu.be/GnHgqQpJb9s",,,,,204,,23,20,,"79 1909
https://youtu.be/IF9H--8QvUY ",,,,,,,456,"16489473 5496491
27482455 5496491
33268235 6653647
41946905 8389381
44839795 8967959
979874441 139982063
986275213 140896459
992550559 141792937
993812911 141973273
994464317 142066331",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
